"","GENECARDS","ENTRY-NAME"
"1728","GTF2A2","T2AG_HUMAN"
"1729","PDXDC2P","PDXD2_HUMAN"
"1730","COPS3","CSN3_HUMAN"
"1731","CA10","CAH10_HUMAN"
"1732","ABCA6","ABCA6_HUMAN"
"1733","SS18","SSXT_HUMAN"
"1734","CCDC173","CC173_HUMAN"
"1533.1","SERPINE2","GDN_HUMAN"
"1735","U2AF1","U2AF1_HUMAN"
"1736","COX17","COX17_HUMAN"
"1539.1","RPN1","RPN1_HUMAN"
"1737","DGKG","DGKG_HUMAN"
"1686.1","ZNF721","ZN721_HUMAN"
"1738","CDKL2","CDKL2_HUMAN"
"1739","MANBA","MANBA_HUMAN"
"1740","CDH9","CADH9_HUMAN"
"1741","TTC37","TTC37_HUMAN"
"1742","PDGFRB","PGFRB_HUMAN"
"1743","MAPK9","MK09_HUMAN"
"1744","EXOC2","EXOC2_HUMAN"
"1745","COX7A2","CX7A2_HUMAN"
"1699.1","HACE1","HACE1_HUMAN"
"1746","REPS1","REPS1_HUMAN"
"1704.1","POM121C","P121C_HUMAN"
"1747","STYXL1","STYL1_HUMAN"
"1477.1","TAF6","TAF6_HUMAN"
"1748","RASA4","RASL2_HUMAN"
"1749","FBXL13","DRC6_HUMAN"
"1750","MKRN1","MKRN1_HUMAN"
"1751","PLEKHG5","PKHG5_HUMAN"
"1752","S100A13","S10AD_HUMAN"
"1753","ARHGAP21","RHG21_HUMAN"
"1566.1","GRID1","GRID1_HUMAN"
"1567.2","FAM204A","F204A_HUMAN"
"1754","NUPR1","NUPR1_HUMAN"
"1755","UBE2G1","UB2G1_HUMAN"
"1756","PLXDC1","PLDX1_HUMAN"
"1757","ANKRD29","ANR29_HUMAN"
"1758","TRAPPC8","TPPC8_HUMAN"
"1759","PIAS2","PIAS2_HUMAN"
"1760","GALNT14","GLT14_HUMAN"
"1761","ATP6V1E1","VATE1_HUMAN"
"1679.1","HPS4","HPS4_HUMAN"
"1762","SMARCC1","SMRC1_HUMAN"
"1763","NME9","TXND6_HUMAN"
"1764","FGF12","FGF12_HUMAN"
"1765","COL28A1","COSA1_HUMAN"
"1766","SCRN1","SCRN1_HUMAN"
"1596.1","CSGALNACT1","CGAT1_HUMAN"
"1767","VAMP4","VAMP4_HUMAN"
"1768","ASCC1","ASCC1_HUMAN"
"1769","NELL2","NELL2_HUMAN"
"1639.1","DPY19L2","D19L2_HUMAN"
"1770","SUPT16H","SP16H_HUMAN"
"1771","METTL3","MTA70_HUMAN"
"1772","NAE1","ULA1_HUMAN"
"1773","ANKFY1","ANFY1_HUMAN"
"1774","MBP","MBP_HUMAN"
"1430.2","TTC9B","TTC9B_HUMAN"
"1775","MBOAT2","MBOA2_HUMAN"
"1776","ZMYND8","PKCB1_HUMAN"
"1777","DONSON","DONS_HUMAN"
"1682.1","SEC22C","SC22C_HUMAN"
"1778","IGSF11","IGS11_HUMAN"
"1779","SEMA5B","SEM5B_HUMAN"
"1780","NPHP3","NPHP3_HUMAN"
"1460.1","C4orf36","CD036_HUMAN"
"1781","PRSS12","NETR_HUMAN"
"1782","DCTN4","DCTN4_HUMAN"
"1783","FAXC","FAXC_HUMAN"
"1556.1","STAU2","STAU2_HUMAN"
"1784","RAD21","RAD21_HUMAN"
"1785","FKBP15","FKB15_HUMAN"
"1718.1","HDAC8","HDAC8_HUMAN"
"1786","HAUS7","HAUS7_HUMAN"
"1493.1","GNB1","GBB1_HUMAN"
"1493.2","GNB1","GBB1_HUMAN"
"1787","FAM131C","F131C_HUMAN"
"1788","HP1BP3","HP1B3_HUMAN"
"1616.2","COL16A1","COGA1_HUMAN"
"1789","YARS","SYYC_HUMAN"
"1790","PHC2","PHC2_HUMAN"
"1791","DLGAP3","DLGP3_HUMAN"
"1792","KIAA0319L","K319L_HUMAN"
"1617.1","OMA1","OMA1_HUMAN"
"1793","JAK1","JAK1_HUMAN"
"1794","WDR47","WDR47_HUMAN"
"1378.1","PHTF1","PHTF1_HUMAN"
"1378.2","PHTF1","PHTF1_HUMAN"
"1795","SIKE1","SIKE1_HUMAN"
"1795.1","SIKE1","SIKE1_HUMAN"
"1796","ACP6","PPA6_HUMAN"
"1797","C1orf43","CA043_HUMAN"
"1798","MRPL24","RM24_HUMAN"
"1799","BATF3","BATF3_HUMAN"
"1800","NVL","NVL_HUMAN"
"1384.1","TARBP1","TARB1_HUMAN"
"1801","RGS7","RGS7_HUMAN"
"1386.3","CCDC3","CCDC3_HUMAN"
"1386.4","CCDC3","CCDC3_HUMAN"
"1724.1","NSUN6","NSUN6_HUMAN"
"1802","ABI1","ABI1_HUMAN"
"1803","ITGB1","ITB1_HUMAN"
"1804","ZNF33B","ZN33B_HUMAN"
"1805","PTPN20","PTN20_HUMAN"
"1805.1","PTPN20","PTN20_HUMAN"
"1806","PARG","PARG_HUMAN"
"1806.1","PARG","PARG_HUMAN"
"1807","DNA2","DNA2_HUMAN"
"1808","ANXA11","ANX11_HUMAN"
"1809","SLIT1","SLIT1_HUMAN"
"1810","BBIP1","BBIP1_HUMAN"
"1811","HSPA12A","HS12A_HUMAN"
"1812","SFXN4","SFXN4_HUMAN"
"1813","CFAP46","CFA46_HUMAN"
"1628.1","TUBGCP2","GCP2_HUMAN"
"1814","ZNF195","ZN195_HUMAN"
"1815","GALNT18","GLT18_HUMAN"
"1816","LRP4","LRP4_HUMAN"
"1817","SLC43A1","LAT3_HUMAN"
"1818","XRRA1","XRRA1_HUMAN"
"1819","PAK1","PAK1_HUMAN"
"1393.2","ME3","MAON_HUMAN"
"1394.1","CCDC82","CCD82_HUMAN"
"1820","CWF19L2","C19L2_HUMAN"
"1821","MSANTD2","MSD2_HUMAN"
"1822","FBXL14","FXL14_HUMAN"
"1569.1","AMN1","AMN1_HUMAN"
"1823","KMT2D","KMT2D_HUMAN"
"1824","STAT6","STAT6_HUMAN"
"1825","R3HDM2","R3HD2_HUMAN"
"1826","WIF1","WIF1_HUMAN"
"1827","PTPRB","PTPRB_HUMAN"
"1828","CAPS2","CAYP2_HUMAN"
"1829","EEA1","EEA1_HUMAN"
"1830","ANKS1B","ANS1B_HUMAN"
"1831","UHRF1BP1L","UH1BL_HUMAN"
"1832","C12orf73","CL073_HUMAN"
"1833","TMEM119","TM119_HUMAN"
"1834","VPS29","VPS29_HUMAN"
"1835","CHFR","CHFR_HUMAN"
"1836","ZNF605","ZN605_HUMAN"
"1837","MICU2","MICU2_HUMAN"
"1838","N4BP2L1","N42L1_HUMAN"
"1839","RCBTB1","RCBT1_HUMAN"
"1840","NEK3","NEK3_HUMAN"
"1509.1","UGGT2","UGGG2_HUMAN"
"1509.2","UGGT2","UGGG2_HUMAN"
"1509.3","UGGT2","UGGG2_HUMAN"
"1406.1","RBM23","RBM23_HUMAN"
"1841","EAPP","EAPP_HUMAN"
"1842","RALGAPA1","RGPA1_HUMAN"
"1843","SEC23A","SC23A_HUMAN"
"1844","FKBP3","FKBP3_HUMAN"
"1845","NEK9","NEK9_HUMAN"
"1846","ITPK1","ITPK1_HUMAN"
"1409.1","NIPA2","NIPA2_HUMAN"
"1648.1","OCA2","P_HUMAN"
"1847","OTUD7A","OTU7A_HUMAN"
"1848","ZNF280D","Z280D_HUMAN"
"1849","ICE2","ICE2_HUMAN"
"1850","VPS13C","VP13C_HUMAN"
"1851","IGDCC4","IGDC4_HUMAN"
"1575.1","MAN2C1","MA2C1_HUMAN"
"1852","ETFA","ETFA_HUMAN"
"1852.1","ETFA","ETFA_HUMAN"
"1853","CPEB1","CPEB1_HUMAN"
"1854","MFGE8","MFGM_HUMAN"
"1577.2","TARSL2","SYTC2_HUMAN"
"1855","GGA2","GGA2_HUMAN"
"1578.1","EARS2","SYEM_HUMAN"
"1856","BCL7C","BCL7C_HUMAN"
"1857","AMFR","AMFR_HUMAN"
"1772.1","NAE1","ULA1_HUMAN"
"1858","CFDP1","CFDP1_HUMAN"
"1417.7","CMC2","COXM2_HUMAN"
"1422.1","SDF2","SDF2_HUMAN"
"1756.1","PLXDC1","PLDX1_HUMAN"
"1859","MED1","MED1_HUMAN"
"1860","NT5C3B","5NT3B_HUMAN"
"1861","MPP2","MPP2_HUMAN"
"1862","SLC35B1","S35B1_HUMAN"
"1863","MTMR4","MTMR4_HUMAN"
"1424.1","JMJD6","JMJD6_HUMAN"
"1864","DLGAP1","DLGP1_HUMAN"
"1733.1","SS18","SSXT_HUMAN"
"1425.1","SMAD2","SMAD2_HUMAN"
"1865","TXNL4A","TXN4A_HUMAN"
"1866","ZNF490","ZN490_HUMAN"
"1867","TNPO2","TNPO2_HUMAN"
"1868","ZNF529","ZN529_HUMAN"
"1869","FBXO17","FBX17_HUMAN"
"1870","FBXO27","FBX27_HUMAN"
"1870.1","FBXO27","FBX27_HUMAN"
"1430.3","TTC9B","TTC9B_HUMAN"
"1871","GRIK5","GRIK5_HUMAN"
"1872","LYPD5","LYPD5_HUMAN"
"1873","LRRC4B","LRC4B_HUMAN"
"1874","ZNF665","ZN665_HUMAN"
"1875","FIZ1","FIZ1_HUMAN"
"1876","ROCK2","ROCK2_HUMAN"
"1434.2","SMC6","SMC6_HUMAN"
"1877","KCNK12","KCNKC_HUMAN"
"1878","RTN4","RTN4_HUMAN"
"1879","NFU1","NFU1_HUMAN"
"1667.1","SFXN5","SFXN5_HUMAN"
"1880","GCFC2","GCFC2_HUMAN"
"1881","ANKRD36B","AN36B_HUMAN"
"1882","HS6ST1","H6ST1_HUMAN"
"1883","FAM168B","F168B_HUMAN"
"1883.1","FAM168B","F168B_HUMAN"
"1884","ERMN","ERMIN_HUMAN"
"1734.1","CCDC173","CC173_HUMAN"
"1885","HIBCH","HIBCH_HUMAN"
"1532.1","TMEFF2","TEFF2_HUMAN"
"1607.1","DNAH7","DYH7_HUMAN"
"1886","INO80D","IN80D_HUMAN"
"1441.1","C2orf80","CB080_HUMAN"
"1887","KANSL1L","KAL1L_HUMAN"
"1533.2","SERPINE2","GDN_HUMAN"
"1888","NDUFA10","NDUAA_HUMAN"
"1442.1","THAP4","THAP4_HUMAN"
"1889","RNF24","RNF24_HUMAN"
"1676.2","PIGU","PIGU_HUMAN"
"1676.3","PIGU","PIGU_HUMAN"
"1890","NCOA6","NCOA6_HUMAN"
"1777.1","DONSON","DONS_HUMAN"
"1891","ASCC2","ASCC2_HUMAN"
"1447.2","C1QTNF6","C1QT6_HUMAN"
"1892","SOX10","SOX10_HUMAN"
"1893","RPS19BP1","AROS_HUMAN"
"1894","EFCAB6","EFCB6_HUMAN"
"1895","ATP2B2","AT2B2_HUMAN"
"1448.3","TBC1D5","TBCD5_HUMAN"
"1896","NEK10","NEK10_HUMAN"
"1897","SUSD5","SUSD5_HUMAN"
"1898","ACAA1","THIK_HUMAN"
"1682.2","SEC22C","SC22C_HUMAN"
"1899","POMGNT2","PMGT2_HUMAN"
"1449.4","ANO10","ANO10_HUMAN"
"1900","ZNF445","ZN445_HUMAN"
"1450.1","RHOA","RHOA_HUMAN"
"1901","PBRM1","PB1_HUMAN"
"1902","DCP1A","DCP1A_HUMAN"
"1903","THOC7","THOC7_HUMAN"
"1904","CFAP44","CFA44_HUMAN"
"1590.1","GOLGB1","GOGB1_HUMAN"
"1905","SLC12A8","S12A8_HUMAN"
"1906","TPRA1","TPRA1_HUMAN"
"1591.1","MGLL","MGLL_HUMAN"
"1907","NPHP3-ACAD11","A0A0J9YXS1_HUMAN"
"1685.1","TBL1XR1","TBL1R_HUMAN"
"1764.1","FGF12","FGF12_HUMAN"
"1908","ATP13A3","AT133_HUMAN"
"1909","TCTEX1D2","TC1D2_HUMAN"
"1456.2","BDH1","BDH_HUMAN"
"1542.1","PPP2R2C","2ABG_HUMAN"
"1910","FAM184B","F184B_HUMAN"
"1911","CCDC149","CC149_HUMAN"
"1912","PDS5A","PDS5A_HUMAN"
"1913","APBB2","APBB2_HUMAN"
"1914","MAPK10","MK10_HUMAN"
"1915","PLA2G12A","PG12A_HUMAN"
"1071.1","MARCH1","MARH1_HUMAN"
"1916","AADAT","AADAT_HUMAN"
"1917","AGA","ASPG_HUMAN"
"1918","PDE4D","PDE4D_HUMAN"
"1919","TMEM232","TM232_HUMAN"
"1920","ARAP3","ARAP3_HUMAN"
"1921","FGF1","FGF1_HUMAN"
"1922","CAMK2A","KCC2A_HUMAN"
"1782.1","DCTN4","DCTN4_HUMAN"
"1923","ADGRF5","AGRF5_HUMAN"
"1924","USP45","UBP45_HUMAN"
"1925","CDK19","CDK19_HUMAN"
"1926","HBS1L","HBS1L_HUMAN"
"1927","BRAT1","BRAT1_HUMAN"
"1928","DPY19L2P1","D19P1_HUMAN"
"1929","ZNF680","ZN680_HUMAN"
"1930","SYPL1","SYPL1_HUMAN"
"1931","COG5","COG5_HUMAN"
"1931.1","COG5","COG5_HUMAN"
"1705.1","IMMP2L","IMP2L_HUMAN"
"1932","CNOT4","CNOT4_HUMAN"
"1933","PTN","PTN_HUMAN"
"1934","HIPK2","HIPK2_HUMAN"
"1935","ZNF786","ZN786_HUMAN"
"1936","MRPS28","RT28_HUMAN"
"1937","IMPA1","IMPA1_HUMAN"
"1938","TRIQK","TRIQK_HUMAN"
"1939","UQCRB","QCR7_HUMAN"
"1940","NCALD","NCALD_HUMAN"
"1941","TAF2","TAF2_HUMAN"
"1482.1","ATAD2","ATAD2_HUMAN"
"1942","FAM49B","FA49B_HUMAN"
"1943","PTK2","FAK1_HUMAN"
"1944","COMMD5","COMD5_HUMAN"
"1484.1","CBWD1","CBWD1_HUMAN"
"1945","CBWD6","CBWD6_HUMAN"
"1946","GNAQ","GNAQ_HUMAN"
"1947","AGTPBP1","CBPC1_HUMAN"
"1486.1","AUH","AUHM_HUMAN"
"1948","CDC14B","CC14B_HUMAN"
"1949","CTNNAL1","CTNL1_HUMAN"
"1559.2","INIP","SOSSC_HUMAN"
"1950","TTLL11","TTL11_HUMAN"
"1716.1","MAPKAP1","SIN1_HUMAN"
"1488.1","CIZ1","CIZ1_HUMAN"
"1951","BRD3","BRD3_HUMAN"
"1490.2","LAS1L","LAS1L_HUMAN"
"1952","PUM1","PUM1_HUMAN"
"1953","P3H1","P3H1_HUMAN"
"1954","GPR161","GP161_HUMAN"
"1804.1","ZNF33B","ZN33B_HUMAN"
"1955","UEVLD","UEVLD_HUMAN"
"1956","IMMP1L","IMP1L_HUMAN"
"1957","LPXN","LPXN_HUMAN"
"1958","STX5","STX5_HUMAN"
"1959","LTBP3","LTBP3_HUMAN"
"1960","CPNE8","CPNE8_HUMAN"
"1961","GALNT6","GALT6_HUMAN"
"1399.1","NDUFA12","NDUAC_HUMAN"
"1962","SPRYD7","SPRY7_HUMAN"
"1963","HSP90AA1","HS90A_HUMAN"
"1964","CHRFAM7A","CRFM7_HUMAN"
"1965","PPIP5K1","VIP1_HUMAN"
"1965.1","PPIP5K1","VIP1_HUMAN"
"1966","FRMD5","FRMD5_HUMAN"
"1852.2","ETFA","ETFA_HUMAN"
"1967","TTC23","TTC23_HUMAN"
"1968","TXNDC11","TXD11_HUMAN"
"1969","RPGRIP1L","FTM_HUMAN"
"1970","RPL17-C18orf32","A0A0A0MRF8_HUMAN"
"1971","RPL17-C18orf32","A0A0A6YYL6_HUMAN"
"1972","NETO1","NETO1_HUMAN"
"1973","KANK3","KANK3_HUMAN"
"1974","STX10","STX10_HUMAN"
"1975","ZNF826P","ZN826_HUMAN"
"1976","ATP4A","ATP4A_HUMAN"
"1977","HSD17B14","DHB14_HUMAN"
"1978","ZNF671","ZN671_HUMAN"
"1979","HEATR5B","HTR5B_HUMAN"
"1435.1","XPO1","XPO1_HUMAN"
"1980","MRPS5","RT05_HUMAN"
"1981","TMEM127","TM127_HUMAN"
"1982","LMAN2L","LMA2L_HUMAN"
"1983","CREG2","CREG2_HUMAN"
"1882.1","HS6ST1","H6ST1_HUMAN"
"1894.1","EFCAB6","EFCB6_HUMAN"
"1984","RAF1","RAF1_HUMAN"
"1985","SLC41A3","S41A3_HUMAN"
"1539.2","RPN1","RPN1_HUMAN"
"1986","RPL39L","RL39L_HUMAN"
"1456.3","BDH1","BDH_HUMAN"
"1987","MCHR2","MCHR2_HUMAN"
"1988","TPD52","TPD52_HUMAN"
"1989","KCNK9","KCNK9_HUMAN"
"1990","ROR2","ROR2_HUMAN"
"1991","TMLHE","TMLH_HUMAN"
"1992","APBB1","APBB1_HUMAN"
"1993","ZBTB25","ZBT25_HUMAN"
"1994","LMF1","LMF1_HUMAN"
"1995","FAM182B","F182B_HUMAN"
"1995.1","FAM182B","F182B_HUMAN"
"1776.1","ZMYND8","PKCB1_HUMAN"
"1996","KCNIP4","KCIP4_HUMAN"
"1997","TFB1M","TFB1M_HUMAN"
"1998","LPAR1","LPAR1_HUMAN"
"1999","SLC35E2B","S352B_HUMAN"
"2000","MEAF6","EAF6_HUMAN"
"2001","NEBL","NEBL_HUMAN"
"2002","PDZD7","PDZD7_HUMAN"
"2003","ABCC8","ABCC8_HUMAN"
"2004","MPPED2","MPPD2_HUMAN"
"1957.1","LPXN","LPXN_HUMAN"
"2005","CHKA","CHKA_HUMAN"
"2006","NUMA1","NUMA1_HUMAN"
"1639.2","DPY19L2","D19L2_HUMAN"
"2007","PITPNM2","PITM2_HUMAN"
"1603.1","ZDHHC20","ZDH20_HUMAN"
"1966.1","FRMD5","FRMD5_HUMAN"
"1852.3","ETFA","ETFA_HUMAN"
"2008","KARS","SYK_HUMAN"
"2009","SAMD14","SAM14_HUMAN"
"1525.1","MEF2B","MEF2B_HUMAN"
"1659.1","ZNF675","ZN675_HUMAN"
"2010","ATL2","ATLA2_HUMAN"
"2011","LONRF2","LONF2_HUMAN"
"1883.2","FAM168B","F168B_HUMAN"
"2012","KIF1A","KIF1A_HUMAN"
"1891.1","ASCC2","ASCC2_HUMAN"
"1589.1","PLA2G6","PLPL9_HUMAN"
"2013","RRP7BP","RRP7B_HUMAN"
"2014","LHFPL4","LHPL4_HUMAN"
"2015","PLXND1","PLXD1_HUMAN"
"2016","SPATA9","SPAT9_HUMAN"
"1465.1","LARS","SYLC_HUMAN"
"1922.1","CAMK2A","KCC2A_HUMAN"
"2017","CPNE5","CPNE5_HUMAN"
"1747.1","STYXL1","STYL1_HUMAN"
"2018","RMDN1","RMD1_HUMAN"
"2019","C5","CO5_HUMAN"
"2020","HDX","HDX_HUMAN"
"2021","RAP1GAP","RPGP1_HUMAN"
"2022","LUZP1","LUZP1_HUMAN"
"1616.3","COL16A1","COGA1_HUMAN"
"2023","ADGRL4","AGRL4_HUMAN"
"2024","GLUL","GLNA_HUMAN"
"2025","PCDH15","PCD15_HUMAN"
"2026","SCUBE2","SCUB2_HUMAN"
"1629.1","PTPN5","PTN5_HUMAN"
"2027","KDM5A","KDM5A_HUMAN"
"1822.1","FBXL14","FXL14_HUMAN"
"2028","IPO8","IPO8_HUMAN"
"2029","ENOX1","ENOX1_HUMAN"
"2030","L3HYPDH","T3HPD_HUMAN"
"2031","DICER1","DICER_HUMAN"
"2032","DENND4A","MYCPP_HUMAN"
"1994.1","LMF1","LMF1_HUMAN"
"2033","ITFG1","TIP_HUMAN"
"1422.2","SDF2","SDF2_HUMAN"
"2034","ENOSF1","ENOF1_HUMAN"
"2035","ZNF564","ZN564_HUMAN"
"2036","NOVA2","NOVA2_HUMAN"
"2037","PXDN","PXDN_HUMAN"
"2038","CMPK2","CMPK2_HUMAN"
"1663.1","IFT172","IF172_HUMAN"
"1529.1","USP34","UBP34_HUMAN"
"2039","NOL4L","NOL4L_HUMAN"
"1890.1","NCOA6","NCOA6_HUMAN"
"1608.1","RBM39","RBM39_HUMAN"
"1899.1","POMGNT2","PMGT2_HUMAN"
"2040","SFMBT1","SMBT1_HUMAN"
"1611.1","FHIT","FHIT_HUMAN"
"2041","LSAMP","LSAMP_HUMAN"
"1590.2","GOLGB1","GOGB1_HUMAN"
"2042","C3orf70","CC070_HUMAN"
"2043","TBCCD1","TBCC1_HUMAN"
"2044","CYTL1","CYTL1_HUMAN"
"2045","YIPF7","YIPF7_HUMAN"
"2046","FCHSD1","FCSD1_HUMAN"
"2047","PPP2R2B","2ABB_HUMAN"
"2048","KIAA0319","K0319_HUMAN"
"1703.1","RFC2","RFC2_HUMAN"
"2049","ABCB1","MDR1_HUMAN"
"2050","TRIM4","TRIM4_HUMAN"
"2051","KIAA1147","DEN11_HUMAN"
"1707.1","GTF2E2","T2EB_HUMAN"
"2052","PPP1R42","PPR42_HUMAN"
"2053","ST3GAL1","SIA4A_HUMAN"
"2054","NME7","NDK7_HUMAN"
"2055","GNPTAB","GNPTA_HUMAN"
"2056","GLTP","GLTP_HUMAN"
"2057","USP50","UBP50_HUMAN"
"2058","IFT140","IF140_HUMAN"
"2059","TRIM37","TRI37_HUMAN"
"2060","CCDC57","CCD57_HUMAN"
"1895.1","ATP2B2","AT2B2_HUMAN"
"2061","NME5","NDK5_HUMAN"
"2062","NUDCD2","NUDC2_HUMAN"
"2063","RARS2","SYRM_HUMAN"
"1934.1","HIPK2","HIPK2_HUMAN"
"2064","NBN","NBN_HUMAN"
"2065","WARS2","SYWM_HUMAN"
"1797.1","C1orf43","CA043_HUMAN"
"2066","ZNF25","ZNF25_HUMAN"
"1768.1","ASCC1","ASCC1_HUMAN"
"1625.1","PYROXD2","PYRD2_HUMAN"
"2067","LRRC4C","LRC4C_HUMAN"
"2068","IGSF9B","TUTLB_HUMAN"
"2069","DENND5B","DEN5B_HUMAN"
"2070","PTPRR","PTPRR_HUMAN"
"1405.1","DZIP1","DZIP1_HUMAN"
"1843.1","SEC23A","SC23A_HUMAN"
"2071","TIMM9","TIM9_HUMAN"
"2072","SPG11","SPTCS_HUMAN"
"1514.1","SCAPER","SCAPE_HUMAN"
"1521.1","UTP6","UTP6_HUMAN"
"2073","MPP3","MPP3_HUMAN"
"1869.1","FBXO17","FBX17_HUMAN"
"2074","ITSN2","ITSN2_HUMAN"
"2075","EXOC6B","EXC6B_HUMAN"
"2076","OLA1","OLA1_HUMAN"
"1587.3","ICA1L","ICA1L_HUMAN"
"2077","CADPS","CAPS1_HUMAN"
"1451.1","ZNF717","ZN717_HUMAN"
"2078","GK5","GLPK5_HUMAN"
"2079","ZGRF1","ZGRF1_HUMAN"
"2080","RPL37","RL37_HUMAN"
"2081","BRD8","BRD8_HUMAN"
"1922.2","CAMK2A","KCC2A_HUMAN"
"2082","TBC1D7","TBCD7_HUMAN"
"2083","CUL7","CUL7_HUMAN"
"2084","CHCHD3","MIC19_HUMAN"
"1486.2","AUH","AUHM_HUMAN"
"2085","PADI2","PADI2_HUMAN"
"1382.1","UCHL5","UCHL5_HUMAN"
"1386.5","CCDC3","CCDC3_HUMAN"
"2086","PARD3","PARD3_HUMAN"
"2087","DLG2","DLG2_HUMAN"
"2088","SYTL2","SYTL2_HUMAN"
"2089","ING4","ING4_HUMAN"
"1575.2","MAN2C1","MA2C1_HUMAN"
"1577.3","TARSL2","SYTC2_HUMAN"
"2090","BRD4","BRD4_HUMAN"
"2091","BAZ2B","BAZ2B_HUMAN"
"2092","SLC25A17","PM34_HUMAN"
"1782.2","DCTN4","DCTN4_HUMAN"
"2093","MICAL1","MICA1_HUMAN"
"2094","SCMH1","SCMH1_HUMAN"
"2095","VAV3","VAV3_HUMAN"
"1378.3","PHTF1","PHTF1_HUMAN"
"2096","THEM4","THEM4_HUMAN"
"1797.2","C1orf43","CA043_HUMAN"
"1798.1","MRPL24","RM24_HUMAN"
"1805.2","PTPN20","PTN20_HUMAN"
"1625.2","PYROXD2","PYRD2_HUMAN"
"2097","ERLIN1","ERLN1_HUMAN"
"1819.1","PAK1","PAK1_HUMAN"
"1393.3","ME3","MAON_HUMAN"
"2098","ALKBH8","ALKB8_HUMAN"
"2099","SCN2B","SCN2B_HUMAN"
"1769.1","NELL2","NELL2_HUMAN"
"1961.1","GALNT6","GALT6_HUMAN"
"2100","CEP290","CE290_HUMAN"
"2101","CIT","CTRO_HUMAN"
"2102","SAV1","SAV1_HUMAN"
"2103","PTPN21","PTN21_HUMAN"
"1847.1","OTUD7A","OTU7A_HUMAN"
"2104","TSPAN3","TSN3_HUMAN"
"1577.4","TARSL2","SYTC2_HUMAN"
"2105","CDH11","CAD11_HUMAN"
"2105.1","CDH11","CAD11_HUMAN"
"1579.1","TK2","KITM_HUMAN"
"2106","FANCA","FANCA_HUMAN"
"1419.1","DBNDD1","DBND1_HUMAN"
"2107","CEP112","CE112_HUMAN"
"2107.1","CEP112","CE112_HUMAN"
"2108","TMC6","TMC6_HUMAN"
"2109","TIMP2","TIMP2_HUMAN"
"2060.1","CCDC57","CCD57_HUMAN"
"1864.1","DLGAP1","DLGP1_HUMAN"
"2110","RTTN","RTTN_HUMAN"
"2111","SHC2","SHC2_HUMAN"
"2112","TEAD2","TEAD2_HUMAN"
"1584.1","SHANK1","SHAN1_HUMAN"
"2113","ZIM2","ZIM2_HUMAN"
"2114","CLHC1","CLHC1_HUMAN"
"2115","TRAK2","TRAK2_HUMAN"
"2116","CUL3","CUL3_HUMAN"
"1888.1","NDUFA10","NDUAA_HUMAN"
"1588.1","KCNQ2","KCNQ2_HUMAN"
"2117","GNB1L","GNB1L_HUMAN"
"1895.2","ATP2B2","AT2B2_HUMAN"
"1895.3","ATP2B2","AT2B2_HUMAN"
"1448.4","TBC1D5","TBCD5_HUMAN"
"1449.5","ANO10","ANO10_HUMAN"
"1762.1","SMARCC1","SMRC1_HUMAN"
"2040.1","SFMBT1","SMBT1_HUMAN"
"2118","PARP9","PARP9_HUMAN"
"2119","OSBPL11","OSB11_HUMAN"
"1780.1","NPHP3","NPHP3_HUMAN"
"2120","ABCC5","MRP5_HUMAN"
"2121","RCHY1","ZN363_HUMAN"
"1461.1","RNF175","RN175_HUMAN"
"2122","FAM169A","F169A_HUMAN"
"2123","TMEM161B","T161B_HUMAN"
"2046.1","FCHSD1","FCSD1_HUMAN"
"1468.1","ME1","MAOX_HUMAN"
"1470.2","FYN","FYN_HUMAN"
"1474.1","PSPH","SERB_HUMAN"
"2124","TYW1B","TYW1B_HUMAN"
"2125","ZNF767P","ZN767_HUMAN"
"2126","CSMD1","CSMD1_HUMAN"
"2127","ASPH","ASPH_HUMAN"
"2128","PMP2","MYP2_HUMAN"
"2064.1","NBN","NBN_HUMAN"
"2129","PTPRD","PTPRD_HUMAN"
"2130","PRUNE2","PRUN2_HUMAN"
"2131","SCAI","SCAI_HUMAN"
"2132","ZNF674","ZN674_HUMAN"
"2133","ARHGEF9","ARHG9_HUMAN"
"2134","ABCB7","ABCB7_HUMAN"
"2135","ZDHHC15","ZDH15_HUMAN"
"2136","ATRX","ATRX_HUMAN"
"2137","RAB9B","RAB9B_HUMAN"
"2138","FBXO42","FBX42_HUMAN"
"1386.6","CCDC3","CCDC3_HUMAN"
"2139","DNMBP","DNMBP_HUMAN"
"1825.1","R3HDM2","R3HD2_HUMAN"
"2140","MGAT4C","MGT4C_HUMAN"
"2141","GABPB1","GABP1_HUMAN"
"2142","SMARCE1","SMCE1_HUMAN"
"1656.1","PTGES3L-AARSD1","AASD1_HUMAN"
"2143","NT5C1B-RDH14","C9J2C7_HUMAN"
"2144","LYPD1","LYPD1_HUMAN"
"1995.2","FAM182B","F182B_HUMAN"
"1894.2","EFCAB6","EFCB6_HUMAN"
"2121.1","RCHY1","ZN363_HUMAN"
"2145","CMBL","CMBL_HUMAN"
"2146","TBCA","TBCA_HUMAN"
"2147","FBXL17","FXL17_HUMAN"
"2148","KLHL3","KLHL3_HUMAN"
"2149","ZFP62","ZFP62_HUMAN"
"2082.1","TBC1D7","TBCD7_HUMAN"
"2150","ASCC3","ASCC3_HUMAN"
"2151","KIAA1324L","K132L_HUMAN"
"2152","PTPRN2","PTPR2_HUMAN"
"1940.1","NCALD","NCALD_HUMAN"
"2153","GRIN3A","NMD3A_HUMAN"
